NUMESCALA;C_Abonos;C_Agro-ganadero y alimentario;C_Energético;C_Material de construcción;C_Minerales no metálicos;C_Químicos;C_Siderometalúrgico;C_Vehículos y elementos de transporte;C_Otras mercancías;D_Abonos;D_Agro-ganadero y alimentario;D_Energético;D_Material de construcción;D_Minerales no metálicos;D_Químicos;D_Siderometalúrgico;D_Vehículos y elementos de transporte;D_Otras mercancías
C202100265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4526;0;0
C202100267;0;0;0;0;0;0;3914.865;0;0;0;0;0;0;0;0;0;0;0
C202100268;0;0;0;0;0;0;0;0;0;0;3196.522;0;0;0;0;0;0;0
C202100272;0;0;0;0;0;0;0;0;0;6100;0;0;0;0;0;0;0;0
C202100276;0;0;0;0;0;10560;0;0;0;0;0;0;0;0;0;0;0;0
C202100278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.62
C202100283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4650.171;0;0
C202100285;0;0;0;0;0;0;0;0;0;0;2749.99;0;0;0;0;0;0;0
C202100286;0;0;0;0;0;0;0;0;0;0;11000;0;0;0;0;0;0;0
C202100287;0;0;0;0;0;0;0;0;0;0;0;4008.61;0;0;0;0;0;0
C202100288;0;0;0;0;0;0;0;0;0;3811;0;0;0;0;0;0;0;0
C202100297;0;4099.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100298;0;0;0;0;0;148.582;0;0;391.787;0;0;0;0;0;0;0;0;0
C202100303;0;0;0;0;0;0;0;0;0;7716.736;0;0;0;0;0;0;0;0
C202100305;0;0;0;0;0;0;0;0;0;3852;0;0;0;0;0;0;0;0
C202100307;0;0;0;0;0;0;0;0;1803.091;0;0;0;0;0;0;0;0;0
C202100308;0;0;0;0;0;0;0;0;0;4600;0;0;0;0;0;0;0;0
C202100314;0;31500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100337;0;0;0;0;0;0;0;0;343.885;0;0;0;0;0;0;0;0;0
C202100338;0;0;0;0;1701.797;0;0;0;0;0;0;0;0;0;97.5;0;0;0
C202100348;0;0;0;0;0;0;0;0;0;0;11950;0;0;0;0;0;0;0
C202100349;0;0;0;0;0;2750.49;0;0;0;0;0;0;0;0;0;0;0;0
C202100350;0;0;0;0;0;0;0;0;13.72;0;0;0;0;0;0;0;0;0
C202100353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2933.57;0;0
C202100354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1379
C202100357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4711.435;0;0
C202100359;0;0;0;0;0;0;0;0;480.6;0;0;0;0;0;0;0;0;0
C202100361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3772.225;0;0
C202100364;0;0;0;0;0;0;1822.834;0;0;0;0;0;0;0;0;0;0;0
C202100366;0;0;0;0;0;17025;0;0;0;0;0;0;0;0;0;0;0;0
C202100367;0;31426.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.656
C202100368;0;0;0;0;0;0;4139.438;0;0;0;0;0;0;0;0;0;0;0
C202100369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5215;0;0
C202100372;0;0;0;0;0;0;3199.843;0;0;0;0;0;0;0;0;0;0;0
C202100373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0
C202100376;0;0;0;0;0;0;0;0;0;0;3084.95;0;0;0;0;0;0;0
C202100380;0;0;0;0;0;3106.2;0;0;0;0;0;0;0;0;0;0;0;0
C202100381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9170;0;0
C202100385;0;0;0;0;0;15.619;0;0;0;0;0;0;0;0;0;0;0;0
C202100386;0;0;0;0;0;0;3183.27;0;0;0;0;0;0;0;0;0;0;0
C202100389;0;0;0;0;0;0;1850.49;0;0;0;0;0;0;0;0;0;0;0
C202100390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3445.173;0;0
C202100392;0;0;0;0;0;0;0;0;0;0;2750;0;0;0;0;0;0;0
C202100393;0;0;0;0;0;0;0;0;0;0;25000;0;0;0;0;0;0;0
C202100397;0;0;0;0;2111.98;0;0;0;0;0;0;0;0;0;0;3000.14;0;0
C202100407;0;0;0;0;0;0;1612.765;0;0;0;0;0;0;0;0;0;0;0
C202100412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3520.8;0;0
C202100419;0;0;0;0;0;6513;0;0;0;0;0;0;0;0;0;0;0;0
C202100420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4654.571;0;0
C202100421;0;0;0;0;0;0;0;0;0;0;0;0;5604.016;0;0;0;0;0
C202100426;0;0;0;0;0;0;0;0;0;4400.198;0;0;0;0;0;0;0;0
C202100427;0;0;0;0;0;0;0;0;0;0;0;3861.7;0;0;0;0;0;0
C202100431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000.57;0;0
C202100432;0;0;0;0;0;0;0;0;0;0;1846.899;0;0;0;0;0;0;0
C202100445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31500;0;0
C202100448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4722.077;0;0
C202100449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5202.376;0;0
C202100451;0;0;0;0;0;0;0;0;1.082;0;0;0;0;0;0;0;0;0
C202100455;0;0;0;0;0;0;0;0;560.7;0;0;0;0;0;0;0;0;0
C202100458;0;0;0;0;0;0;0;0;0;4384;0;0;0;0;0;0;0;0
C202100459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017.24;0;0
C202100460;0;0;0;0;0;3421;0;0;0;0;0;0;0;0;0;0;0;0
C202100463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4738.284;0;0
C202100465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2290.18;0;0
C202100467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920.9;0;0
C202100471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2200;0;0;0
C202100472;0;0;0;0;0;0;0;0;0;6000;0;0;0;0;0;0;0;0
C202100473;0;0;0;0;0;0;4998.435;0;0;0;0;0;0;0;0;0;0;0
C202100476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4481.238
C202100480;0;0;0;0;0;0;0;0;0;0;3773.291;0;0;0;0;0;0;0
C202100486;0;0;0;0;0;0;0;0;0;0;0;2082.814;0;0;0;0;0;0
C202100489;0;0;0;0;0;0;0;0;48.65;0;0;0;0;0;0;0;0;0
C202100490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2891;0;0
C202100492;0;0;0;0;0;0;0;0;0;0;13858;0;0;0;0;0;0;0
C202100493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25590.864;0;0
C202100499;0;0;0;0;0;0;0;0;1908.007;0;0;0;0;0;0;0;0;0
C202100500;0;0;0;0;0;0;2042.86;0;0;0;0;0;0;0;0;0;0;0
C202100501;0;0;0;0;0;30060;0;0;0;0;0;0;0;0;0;0;0;0
C202100502;0;0;0;0.738;0;250.4;0.178;0;44.223;0;0;0;0;0;0;0;0;0
C202100503;0;0;0;0;0;0;183.546;0;720.85;0;0;0;0;0;0;0;0;0
C202100505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.6;0;0;0
C202100507;0;0;0;0;0;3140;0;0;0;0;0;0;0;0;0;0;0;0
C202100525;0;0;0;0;0;0;0;0;0;4279.446;0;0;0;0;0;0;0;0
C202100526;0;0;0;0;0;0;7643.108;0;0;0;0;0;0;0;0;0;0;0
C202100527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2284.375;0;0
C202100533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4750.188;0;0
C202100535;0;0;0;0;0;0;1587.414;0;2.5;0;0;0;0;0;0;0;0;0
C202100536;0;0;0;0;0;0;3219.328;0;0;0;0;0;0;0;0;0;0;0
C202100537;0;0;0;0;0;0;0;0;0;0;1500.017;0;0;0;0;0;0;0
C202100542;0;0;0;0;0;9579.12;0;0;0;0;0;0;0;0;0;0;0;0
C202100543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7153.565;0;0
C202100550;0;0;0;0;0;0;1622.912;0;0;0;0;0;0;0;0;0;0;0
C202100556;0;0;0;0;0;0;0;0;0;2026.6;0;0;0;0;0;0;0;54
C202100557;0;0;0;0;0;0;0;0;0;4299;0;0;0;0;0;0;0;0
C202100558;0;0;0;0;0;28567.1;0;0;0;0;0;0;0;0;0;0;0;0
C202100570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4752.515;0;0
C202100573;0;2054.88;0;0;0;0;0;0;0;0;1997.05;0;0;0;0;0;0;0
C202100575;0;0;0;0;0;0;0;0;0;0;0;0;6025.42;0;0;0;0;0
C202100576;0;0;0;0;0;0;0;0;0;0;2277.35;0;0;0;0;0;0;0
C202100578;0;0;0;0;0;6012;0;0;0;0;0;0;0;0;0;0;0;0
C202100583;0;0;0;0;0;0;1500;0;0;0;0;0;0;0;0;0;0;0
C202100584;0;0;0;0;0;0;0;0;0;0;27700.03;0;0;0;0;0;0;0
C202100585;0;0;0;0;0;0;0;0;0;0;2719.567;0;0;0;0;0;0;0
C202100588;0;0;0;0;0;0;0;0;54.745;0;0;0;0;0;0;0;0;0
C202100593;0;0;0;0;2788.719;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100595;0;0;0;0.316;0;262.705;0.085;0;602.625;0;0;0;0;0;0;0;0;0
C202100603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96.45;0;0;0
C202100605;0;0;0;0;0;0;0;0;0;3996.335;0;0;0;0;0;0;0;0
C202100606;0;0;0;0;0;0;0;0;398;0;0;0;0;0;0;0;0;0
C202100607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20000;0;0
C202100608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4694;0;0
C202100609;0;0;0;0;0;0;0;0;0;0;33000;0;0;0;0;0;0;0
C202100610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4096.842
C202100612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4650.506;0;0
C202100625;0;0;0;0;0;0;2041.09;0;0;0;0;0;0;0;0;0;0;0
C202100626;0;0;0;0;0;4000;0;0;0;0;0;0;0;0;0;0;0;0
C202100627;0;0;0;0;0;0;163.152;0;640.75;0;0;0;0;0;0;0;0;0
C202100632;0;0;0;0;0;20120;0;0;0;0;0;0;0;0;0;0;0;0
C202100633;0;0;0;0;0;0;4274.731;0;0;0;0;0;0;0;0;0;0;0
C202100636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2837.58;0;0
C202100637;0;0;0;0;0;0;0;0;0;0;0;51500;0;0;0;0;0;0
C202100640;0;0;0;0.203;0;330.252;0;0;0.195;0;0;0;0;0;0;0;0;0
C202100644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4752.126;0;0
C202100645;0;0;0;0;0;0;0;0;16.982;0;0;0;0;0;0;0;0;0
C202100646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3059.03;0;0
C202100656;0;0;0;0;0;0;0;0;0;0;3216.826;0;0;0;0;0;0;0
C202100664;0;0;0;0;0;6567;0;0;0;0;0;0;0;0;0;0;0;0
C202100666;0;0;0;0;0;3504.419;0;0;0;0;0;0;0;0;0;0;0;0
C202100667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6268.79;0;0
C202100670;0;0;0;0;0;0;1493.216;0;2.5;0;0;0;0;0;0;0;0;0
C202100671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4750.218;0;0
C202100677;0;0;0;432.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4818.874;0;0
C202100683;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0
C202100685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15
C202100686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3735.02;0;0
C202100687;0;0;0;0;2208.86;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100694;0;0;0;0;0;0;0;0;0;0;3450;0;0;0;0;0;0;0
C202100695;0;0;0;0;0;0;0;0;0;0;2750;0;0;0;0;0;0;0
C202100702;0;0;0;0;0;0;0;0;1579.25;0;0;0;0;0;0;0;0;0
C202100704;0;0;0;0;0;6312.6;0;0;0;0;0;0;0;0;0;0;0;0
C202100711;0;0;0;0;0;0;1199.865;0;0;0;0;0;0;0;0;0;0;0
C202100718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1672;0;0
C202100719;0;0;0;0;0;0;2097.16;0;0;0;0;0;0;0;0;0;0;0
C202100720;0;0;0;0;0;0;0;0;0;0;3300;0;0;0;0;0;0;0
C202100721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48000;0;0
C202100731;0;0;0;0;0;0;0;0;0;0;2726.52;0;0;0;0;0;0;0
C202100732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4142.528;0;0
C202100734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4706.303;0;0
C202100735;0;0;0;0;0;0;0;0;400.5;0;0;0;0;0;0;0;0;0
C202100739;0;0;0;0;0;0;163.152;0;640.8;0;0;0;0;0;0;0;0;0
C202100740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120.1;0;0;0
C202100748;0;0;0;0;0;0;0;0;0.006;0;0;0;0;0;0;8766.85;0;0
C202100749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4748.096;0;0
C202100752;0;0;0;0;0;0;0;0;0;0;0;2045.839;0;0;0;0;0;0
C202100753;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0
C202100755;0;0;0;0;0;0;0;0;0;0;24630;0;0;0;0;0;0;0
C202100765;0;0;0;0;0;140.365;0;0;0;0;0;0;0;0;0;0;0;0
C202100768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1614.14;0;0
C202100769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3158.53;0;0
C202100770;0;0;0;0;0;0;2183.82;0;0;0;0;0;0;0;0;0;0;0
C202100779;0;0;0;0;0;0;3925.644;0;0;0;0;0;0;0;0;0;0;0
C202100781;0;0;0;0;0;0;0;0;0;0;7648.05;0;0;0;0;0;0;0
C202100783;0;0;0;0;0;42.278;0;0;10.92;0;0;0;0;0;0;0;0;0
C202100794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4924.528;0;0
C202100795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4792.37;0;0
C202100800;0;0;0;0;0;6634.493;0;0;106.2;0;0;0;0;0;0;0;0;0
C202100802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4710.457;0;0
C202100803;0;0;0;0;0;0;0;0;0;0;2499.932;0;0;0;0;0;0;0
C202100804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4715.02;0;0
C202100805;0;0;0;0;0;0;3080.959;0;0;0;0;0;0;0;0;4321.127;0;0
C202100809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9105.044;0;0
C202100810;0;0;0;0;0;12000;0;0;0;0;0;0;0;0;0;0;0;0
C202100815;0;0;0;0;0;0;91.32;0;420;0;0;0;0;0;0;0;0;0
C202100817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0
C202100818;0;0;0;0;0;0;0;0;1788.363;0;0;0;0;0;0;0;0;0
C202100819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13000;0;0
C202100820;0;0;0;0;0;0;117.955;0;542.5;0;0;0;0;0;0;0;0;0
C202100822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3032.7;0;0
C202100825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6068.725;0;0
C202100826;0;0;0;0;0;3609;0;0;0;0;0;0;0;0;0;0;0;0
C202100827;0;0;0;0;0;0;20000;0;0;0;0;0;0;0;0;0;0;0
C202100831;0;0;0;0;0;0;1432.04;0;0;0;0;0;0;0;0;0;0;0
C202100833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2316;0;0
C202100834;0;0;0;0;0;0;0;0;0;4409.055;0;0;0;0;0;0;0;0
C202100835;0;0;0;0;0;32401.8;0;0;0.124;0;0;0;0;0;0;0;0;0.235
C202100844;0;0;0;0;0;0;0;0;0;0;3198.97;0;0;0;0;0;0;0
C202100845;0;0;0;0;0;0;0;0;0;0;3300;0;0;0;0;0;0;0
C202100846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4715.519;0;0
C202100847;0;0;0;1392.904;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1573.869
C202100856;0;0;0;0;0;0;0;0;10.414;0;0;0;0;0;0;0;0;0
C202100859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3662.78;0;0
C202100860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.05;0;0;0
C202100862;0;0;0;0;0;0;0;0;0;0;0;0;5788.931;0;0;0;0;0
C202100863;0;0;0;0;0;0;0;0;0;0;0;0;6112.79;0;0;0;0;0
C202100875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3408.947;0;0
C202100880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0
C202100881;0;0;0;0;0;1703.4;0;0;0;0;0;0;0;0;0;0;0;0
C202100882;0;0;0;0;0;0;0;0;0;0;2857.298;0;0;0;0;0;0;0
C202100883;0;0;0;0;0;0;0;0;0;0;7750.91;0;0;0;0;0;0;0
C202100886;0;5150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100887;0;0;0;0;0;17751.9;0;0;0;0;0;0;0;0;0;0;0;0
C202100889;0;0;0;0;0;0;136.98;0;630;0;0;0;0;0;0;0;0;0
C202100890;0;0;0;0;0;0;3013.64;0;0;0;0;0;0;0;0;0;0;0
C202100891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3766.7;0;0
C202100893;0;0;0;0;0;7014;0;0;0;0;0;0;0;0;0;0;0;0
C202100894;0;0;0;0;3447.04;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100897;0;0;0;0;0;0;0;0;0;0;7103.13;0;0;0;0;0;0;0
C202100904;0;6448.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100905;0;0;0;0;0;12.4;0;0;1492.175;0;0;0;0;0;0;0;0;0
C202100909;0;0;0;0;1265.04;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100916;0;0;0;0;0;20000;0;0;0;0;0;0;0;0;0;0;0;0
C202100917;0;0;0;951.563;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100918;0;0;0;0;0;0;0;0;0;0;0;3863.8;0;0;0;0;0;0
C202100919;0;0;0;1280.977;0;0;46.445;0;0;0;0;0;0;0;0;0;0;0
C202100922;0;0;0;0;0;0;2503.521;0;0;0;0;0;0;0;0;0;0;0
C202100923;0;0;0;0;0;0;61.182;0;240.28;0;0;0;0;0;0;0;0;0
C202100924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4691.024;0;0
C202100926;0;0;0;0;0;0;0;0;0;0;3833.889;0;0;0;0;0;0;0
C202100927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3647.74;0;0
C202100928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10991.355;0;0
C202100933;0;0;0;0;1730;0;0;0;0;0;0;0;0;0;0;0;0;0
C202100934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3697.1;0;0
C202100942;0;0;0;0;0;0;0;0;1687.653;2602.445;0;0;0;0;0;0;0;0
C202100944;0;0;0;0;0;9579.12;0;0;0;0;0;0;0;0;0;0;0;0
C202100945;0;0;0;0;0;0;4331.551;0;0;0;0;0;0;0;0;0;0;0
C202100946;0;0;0;0;0;0;2646.471;0;0;0;0;0;0;0;0;0;0;0
C202100949;0;0;0;0;0;0;163.152;0;640.75;0;0;0;0;0;0;0;0;0
C202100950;0;0;0;0;0;48.242;0;0;0;0;0;0;0;0;0;0;0;0
C202100952;0;0;0;0;0;0;1773.359;0;0;0;0;0;0;0;0;0;0;0
C202100953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3243.87;0;0.117
C202100955;0;0;0;0;0;0;0;0;0;4410.11;0;0;0;0;0;0;0;0
C202100956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11221.93;0;0
C202100967;0;0;0;0;0;3577;0;0;0;0;0;0;0;0;0;0;0;0
C202100968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3152.98
C202100975;0;0;0;0;0;0;2164.113;0;0;0;0;0;0;0;0;0;0;0
C202100976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4700.253;0;0
C202100978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4761.04;0;0
C202100980;0;0;0;0;0;0;0;0;480.6;0;0;0;0;0;0;0;0;0
C202100982;0;0;0;0;0;5026.05;0;0;0;0;0;0;0;0;0;0;0;0
C202100990;0;0;0;716.96;0;0;37.156;0;0;0;0;0;0;0;0;0;0;0
C202100991;0;0;0;0;0;0;0;0;0;0;2857.06;0;0;0;0;0;0;0
C202100992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3701.34;0;0
C202100996;0;0;0;0;0;0;0;0;0;0;0;2965.533;0;0;0;0;0;0
C202100997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4013.412
C202100998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4754.14;0;0
C202100999;0;0;0;0;0;0;0;0;160.19;0;0;0;0;0;0;0;0;0
C202101001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4801.747;0;0
C202101002;0;0;0;0;0;0;0;0;0;0;15335;0;0;0;0;0;0;0
C202101004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4769.415;0;0
C202101007;0;0;0;0;0;0;0;0;0;3551.3;0;0;0;0;0;0;0;0
C202101008;0;0;0;0;0;15330;0;0;0;0;0;0;0;0;0;0;0;0
C202101009;0;0;0;0;0;0;8000;0;0;0;0;0;0;0;0;0;0;0
C202101020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4077.58;0;0
C202101021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2069.583;0;0
C202101022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29850;0;0
C202101035;0;0;0;0;0;0;0;0;0;0;0;65563;0;0;0;0;0;0
C202101037;0;0;0;0;2330.694;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4381.288;0;0
C202101041;0;0;0;550.629;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4697.142;0;0
C202101046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5981.441;0;0
C202101051;0;0;0;0;0;0;0;0;153.315;0;0;0;0;0;0;0;0;0
C202101056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3247.533;0;0
C202101058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6088.45;0;0
C202101059;0;0;0;0.102;0;252.354;212.9;0;13.629;0;0;0;0;0;0;0;0;0
C202101060;0;0;0;0;0;0;0;0;0;6300;0;0;0;0;0;0;0;0
C202101061;0;0;0;0;0;0;3287.432;0;0;0;0;0;0;0;0;0;0;0
C202101063;0;0;0;1679.442;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101064;0;0;0;0;0;0;0;0;0;0;15556.54;0;0;0;0;0;0;0
C202101065;0;0;0;0;0;0;2614.545;0;0;0;0;0;0;0;0;3573.06;0;0
C202101072;0;0;0;0;0;0;0;0;0;7905.251;0;0;0;0;0;0;0;0
C202101073;0;0;0;0;0;0;3498.63;0;0;0;0;0;0;0;0;0;0;0
C202101074;0;0;0;0;0;3200;0;0;0;0;0;0;0;0;0;0;0;0
C202101078;0;0;0;0;0;0;3541.64;0;0;4399.694;0;0;0;0;0;0;0;0
C202101080;0;0;0;0;0;0;0;0;0;7665;0;0;0;0;0;0;0;0
C202101084;0;0;0;0;0;0;1699.06;0;0;0;0;0;0;0;0;0;0;0
C202101088;0;0;0;550.629;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4196.59;0;0
C202101091;0;0;0;0;0;0;3825.081;0;0;0;0;0;0;0;0;0;0;0
C202101096;0;0;0;0;0;0;0;0;0;0;2907.538;0;0;0;0;0;0;0
C202101097;0;0;0;1322.302;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3390.55;0;0
C202101100;0;0;0;0;0;0;20.394;0;80.09;0;0;0;0;0;0;0;0;0
C202101102;0;0;0;0;0;0;0;0;0;1789.59;0;0;0;0;0;0;0;0
C202101103;0;0;0;0;0;0;2332.24;0;0;0;0;0;0;0;0;0;0;0
C202101109;0;0;0;1101.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101111;0;0;0;1225.658;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101114;0;0;0;0;0;0;0;0;0;10750;0;0;0;0;0;0;0;0
C202101115;0;0;0;0;0;38173.7;0;0;0;0;0;0;0;0;0;0;0;0
C202101116;0;0;0;0;0;0;0;0;0;0;1875.453;0;0;0;0;0;0;0
C202101122;0;0;0;841.905;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101133;0;0;0;0;0;0;0;0;0;4410.319;0;0;0;0;0;0;0;0
C202101134;0;0;0;0;0;0;0;0;0;3480;0;0;0;0;0;0;0;0
C202101136;0;0;0;0;0;0;0;0;0;0;13550;0;0;0;0;0;0;0
C202101137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4341.875;0;0
C202101138;0;0;0;0;0;0;0;0;0;4710.467;0;0;0;0;0;0;0;0
C202101139;0;0;0;292.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26000;0;0
C202101142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.7;0;0;0
C202101143;0;0;0;0;0;0;0;0;65.256;0;0;0;0;0;0;0;0;0
C202101148;0;0;0;0;0;0;0;0;0;4000;0;0;0;0;0;0;0;0
C202101149;0;0;0;0;0;0;0;0;0;0;21027.14;0;0;0;0;0;0;0
C202101151;0;0;0;0;0;9133.23;0;0;0;0;0;0;0;0;0;0;0;0
C202101153;0;0;0;0;0;0;0;0;1547.263;0;0;0;0;0;0;0;0;0
C202101155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4722.956;0;0
C202101157;0;0;0;0;0;0;0;0;80.09;0;0;0;0;0;0;0;0;0
C202101160;0;0;0;0;0;0;0;0;0;0;11900.27;0;0;0;0;0;0;0
C202101162;0;0;0;0;0;0;2942.77;0;0;0;0;0;0;0;0;0;0;0
C202101167;0;0;0;0;0;0;0;0;0;0;0;2200.23;0;0;0;0;0;0
C202101168;0;0;0;1225.658;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202101169;0;0;0;0;0;0;4439;0;0;0;0;0;0;0;0;0;0;0
C202101170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3461.78;0;0
C202101171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3346.12;0;0
C202101173;0;0;0;0;0;0;0;0;0;6568;0;0;0;0;0;0;0;0
